DATE,LATITUDE,LONGITUDE,ELEVATION,VIS,TMP,DEW,SLP,DIR,SPD,HEIGHT_AGL,PRECIP_HOURS,PRECIP
2022-06-01T19:53:00,29.98438,-95.36072,27.5,16093,32.8,21.7,10131,120,62,22000,1,0
2022-06-01T20:53:00,29.98438,-95.36072,27.5,16093,31.7,21.7,10125,150,67,22000,1,0
2022-06-01T21:53:00,29.98438,-95.36072,27.5,16093,31.1,22.2,10119,120,67,7620,1,0
2022-06-01T22:53:00,29.98438,-95.36072,27.5,16093,30.6,22.2,10113,150,51,7620,1,0
2022-06-01T23:53:00,29.98438,-95.36072,27.5,16093,30,23.3,10116,130,62,7620,1,0
2022-06-02T00:00:00,29.98438,-95.36072,27.5,16000,30,23.3,10116,130,62,0,0,0
2022-06-02T00:53:00,29.98438,-95.36072,27.5,16093,29.4,21.7,10120,170,46,7620,1,0
2022-06-02T01:53:00,29.98438,-95.36072,27.5,16093,27.8,21.7,10128,120,51,7620,1,0
2022-06-02T02:53:00,29.98438,-95.36072,27.5,16093,27.2,21.7,10135,160,31,22000,1,0
2022-06-02T03:53:00,29.98438,-95.36072,27.5,16093,27.2,21.7,10131,180,31,22000,1,0
2022-06-02T04:53:00,29.98438,-95.36072,27.5,16093,26.7,22.2,10128,190,26,22000,1,0
2022-06-02T05:53:00,29.98438,-95.36072,27.5,16093,26.1,22.8,10134,0,0,4877,1,0
2022-06-02T06:00:00,29.98438,-95.36072,27.5,16000,26.1,22.8,10134,0,0,0,0,0
2022-06-02T06:53:00,29.98438,-95.36072,27.5,16093,24.4,22.8,10135,0,0,7620,1,0
2022-06-02T07:53:00,29.98438,-95.36072,27.5,16093,24.4,22.2,10135,0,0,7620,1,0
2022-06-02T08:53:00,29.98438,-95.36072,27.5,16093,23.9,22.2,10137,0,0,22000,1,0
2022-06-02T09:53:00,29.98438,-95.36072,27.5,16093,22.8,21.7,10134,0,0,7620,1,0
2022-06-02T10:53:00,29.98438,-95.36072,27.5,16093,23.3,22.2,10128,0,0,7620,1,0
2022-06-02T11:53:00,29.98438,-95.36072,27.5,16093,23.9,22.2,10132,0,0,7620,1,0
2022-06-02T12:00:00,29.98438,-95.36072,27.5,16000,23.9,22.2,10132,0,0,0,0,0
2022-06-02T12:53:00,29.98438,-95.36072,27.5,16093,26.1,23.3,10143,300,21,7620,1,0
2022-06-02T13:53:00,29.98438,-95.36072,27.5,16093,26.1,23.3,10146,320,36,7620,1,0
2022-06-02T14:53:00,29.98438,-95.36072,27.5,16093,28.3,23.3,10146,320,31,7620,1,0
2022-06-02T15:53:00,29.98438,-95.36072,27.5,16093,30,21.7,10145,300,46,3658,1,0
2022-06-02T16:53:00,29.98438,-95.36072,27.5,16093,30,21.7,10144,280,31,4267,1,0
2022-06-02T17:53:00,29.98438,-95.36072,27.5,16093,32.2,20.6,10137,330,51,7620,1,0
2022-06-02T18:00:00,29.98438,-95.36072,27.5,16000,32.2,20.6,10137,330,51,0,6,0
2022-06-02T18:43:00,29.98438,-95.36072,27.5,16093,31.7,21.1,0,350,41,7620,1,2
2022-06-02T18:53:00,29.98438,-95.36072,27.5,16093,32.2,20.6,10130,320,26,7620,1,3
2022-06-02T19:12:00,29.98438,-95.36072,27.5,16093,32.2,20,0,350,31,7620,0,0
2022-06-02T19:53:00,29.98438,-95.36072,27.5,16093,33.9,20,10119,20,26,22000,1,0
2022-06-02T20:53:00,29.98438,-95.36072,27.5,16093,33.3,18.9,10111,350,31,4572,1,0
2022-06-02T21:53:00,29.98438,-95.36072,27.5,16093,34.4,18.9,10107,10,41,4572,1,0
2022-06-02T22:53:00,29.98438,-95.36072,27.5,16093,32.8,19.4,10106,20,77,22000,1,0
2022-06-02T23:53:00,29.98438,-95.36072,27.5,16093,31.7,17.8,10104,360,57,22000,1,0
2022-06-03T00:00:00,29.98438,-95.36072,27.5,16000,31.7,17.8,10104,360,57,22000,6,3
2022-06-03T00:53:00,29.98438,-95.36072,27.5,16093,29.4,17.8,10107,10,41,22000,1,0
2022-06-03T01:53:00,29.98438,-95.36072,27.5,16093,27.8,18.9,10111,10,21,22000,1,0
2022-06-03T02:53:00,29.98438,-95.36072,27.5,16093,26.7,18.9,10116,30,26,22000,1,0
2022-06-03T03:53:00,29.98438,-95.36072,27.5,16093,26.1,19.4,10124,360,21,22000,1,0
2022-06-03T04:53:00,29.98438,-95.36072,27.5,16093,25,19.4,10124,40,21,22000,1,0
2022-06-03T05:53:00,29.98438,-95.36072,27.5,16093,24.4,19.4,10124,330,15,22000,1,0
2022-06-03T06:00:00,29.98438,-95.36072,27.5,16000,24.4,19.4,10124,330,15,22000,0,0
2022-06-03T06:53:00,29.98438,-95.36072,27.5,16093,23.9,19.4,10121,340,21,22000,1,0
2022-06-03T07:53:00,29.98438,-95.36072,27.5,16093,22.2,19.4,10124,0,0,22000,1,0
2022-06-03T08:53:00,29.98438,-95.36072,27.5,16093,21.7,18.9,10122,0,0,22000,1,0
2022-06-03T09:53:00,29.98438,-95.36072,27.5,16093,22.2,19.4,10121,340,26,22000,1,0
2022-06-03T10:53:00,29.98438,-95.36072,27.5,16093,22.2,18.9,10124,350,26,22000,1,0
2022-06-03T11:53:00,29.98438,-95.36072,27.5,16093,22.2,19.4,10124,350,21,7620,1,0
2022-06-03T12:00:00,29.98438,-95.36072,27.5,16000,22.2,19.4,10124,350,21,0,24,3
2022-06-03T12:53:00,29.98438,-95.36072,27.5,16093,23.3,20,10129,360,41,22000,1,0
2022-06-03T13:53:00,29.98438,-95.36072,27.5,16093,24.4,20.6,10129,20,51,22000,1,0
2022-06-03T14:53:00,29.98438,-95.36072,27.5,16093,26.1,20,10130,20,41,22000,1,0
2022-06-03T15:02:00,29.98438,-95.36072,27.5,16093,26.7,20.6,0,20,36,610,0,0
2022-06-03T15:53:00,29.98438,-95.36072,27.5,16093,27.8,20,10133,10,46,762,1,0
2022-06-03T16:53:00,29.98438,-95.36072,27.5,16093,27.8,18.9,10134,30,41,914,1,0
2022-06-03T17:53:00,29.98438,-95.36072,27.5,16093,29.4,19.4,10128,30,41,22000,1,0
2022-06-03T18:00:00,29.98438,-95.36072,27.5,16000,29.4,19.4,10128,30,41,22000,0,0
2022-06-03T18:53:00,29.98438,-95.36072,27.5,16093,31.1,19.4,10122,50,46,22000,1,0
2022-06-03T19:53:00,29.98438,-95.36072,27.5,16093,32.2,19.4,10120,350,62,22000,1,0
2022-06-03T20:53:00,29.98438,-95.36072,27.5,16093,31.7,19.4,10113,20,67,22000,1,0
2022-06-03T21:53:00,29.98438,-95.36072,27.5,16093,31.7,18.9,10109,30,46,22000,1,0
2022-06-03T22:53:00,29.98438,-95.36072,27.5,16093,30,18.9,10105,20,46,22000,1,0
2022-06-03T23:53:00,29.98438,-95.36072,27.5,16093,29.4,18.9,10104,60,51,22000,1,0
2022-06-04T00:00:00,29.98438,-95.36072,27.5,16000,29.4,18.9,10104,60,51,22000,0,0
2022-06-04T00:53:00,29.98438,-95.36072,27.5,16093,27.8,19.4,10104,70,46,22000,1,0
2022-06-04T01:53:00,29.98438,-95.36072,27.5,16093,26.1,19.4,10104,70,31,22000,1,0
2022-06-04T02:53:00,29.98438,-95.36072,27.5,16093,25,19.4,10104,80,31,22000,1,0
2022-06-04T03:53:00,29.98438,-95.36072,27.5,16093,24.4,19.4,10108,110,31,22000,1,0
2022-06-04T04:53:00,29.98438,-95.36072,27.5,16093,23.9,20,10114,320,15,22000,1,0
2022-06-04T05:53:00,29.98438,-95.36072,27.5,16093,23.9,20,10114,0,0,22000,1,0
2022-06-04T06:00:00,29.98438,-95.36072,27.5,16000,23.9,20,10114,0,0,22000,0,0
2022-06-04T06:53:00,29.98438,-95.36072,27.5,16093,23.3,20,10116,320,15,22000,1,0
2022-06-04T07:53:00,29.98438,-95.36072,27.5,16093,23.9,20,10118,330,15,22000,1,0
2022-06-04T08:53:00,29.98438,-95.36072,27.5,16093,23.9,20,10109,20,15,22000,1,0
2022-06-04T09:53:00,29.98438,-95.36072,27.5,16093,22.8,20,10107,0,0,3658,1,0
2022-06-04T10:53:00,29.98438,-95.36072,27.5,16093,23.3,20,10114,360,26,3658,1,0
2022-06-04T11:53:00,29.98438,-95.36072,27.5,16093,22.8,20,10116,20,31,3048,1,0
2022-06-04T12:00:00,29.98438,-95.36072,27.5,16000,22.8,20,10116,20,31,0,0,0
2022-06-04T12:53:00,29.98438,-95.36072,27.5,16093,23.3,20.6,10121,10,26,3048,1,0
2022-06-04T13:53:00,29.98438,-95.36072,27.5,16093,25,20.6,10123,20,21,7620,1,0
2022-06-04T14:53:00,29.98438,-95.36072,27.5,16093,27.2,21.1,10118,80,15,7620,1,0
2022-06-04T15:53:00,29.98438,-95.36072,27.5,16093,27.8,20.6,10118,350,21,7620,1,0
2022-06-04T16:53:00,29.98438,-95.36072,27.5,16093,29.4,20,10112,290,21,7620,1,0
2022-06-04T17:53:00,29.98438,-95.36072,27.5,16093,30.6,20.6,10103,100,46,7620,1,0
2022-06-04T18:00:00,29.98438,-95.36072,27.5,16000,30.6,20.6,10103,100,46,0,0,0
2022-06-04T18:53:00,29.98438,-95.36072,27.5,16093,31.7,20,10098,0,0,7620,1,0
2022-06-04T19:53:00,29.98438,-95.36072,27.5,16093,32.8,17.8,10093,0,15,2286,1,0
2022-06-04T20:53:00,29.98438,-95.36072,27.5,16093,31.7,17.8,10085,0,15,3353,1,0
2022-06-04T21:53:00,29.98438,-95.36072,27.5,16093,31.7,17.8,10078,0,15,3048,1,0
2022-06-04T22:36:00,29.98438,-95.36072,27.5,16093,30.6,20,0,240,26,3048,1,0
2022-06-04T22:53:00,29.98438,-95.36072,27.5,16093,30,19.4,10080,0,15,7620,1,0
2022-06-04T23:16:00,29.98438,-95.36072,27.5,16093,28.9,20,0,210,31,0,0,0
2022-06-04T23:53:00,29.98438,-95.36072,27.5,16093,28.3,21.1,10080,200,21,22000,1,0
2022-06-05T00:00:00,29.98438,-95.36072,27.5,16000,28.3,21.1,10080,200,21,0,6,0
2022-06-05T00:53:00,29.98438,-95.36072,27.5,16093,28.3,20,10079,170,15,22000,1,0
2022-06-05T01:53:00,29.98438,-95.36072,27.5,16093,25.6,21.7,10079,130,15,6096,1,0
2022-06-05T02:53:00,29.98438,-95.36072,27.5,16093,27.8,21.1,10087,170,15,6096,1,0
2022-06-05T03:53:00,29.98438,-95.36072,27.5,16093,27.2,22.2,10090,170,31,22000,1,0
2022-06-05T04:53:00,29.98438,-95.36072,27.5,16093,26.1,21.7,10088,140,31,7620,1,0
2022-06-05T05:53:00,29.98438,-95.36072,27.5,16093,25,21.7,10084,190,15,22000,1,0
2022-06-05T06:00:00,29.98438,-95.36072,27.5,16000,25,21.7,10084,190,15,22000,0,0
2022-06-05T06:53:00,29.98438,-95.36072,27.5,16093,25,22.2,10082,190,15,22000,1,0
2022-06-05T07:53:00,29.98438,-95.36072,27.5,16093,23.9,21.7,10077,190,21,22000,1,0
2022-06-05T08:53:00,29.98438,-95.36072,27.5,16093,24.4,22.2,10075,200,15,22000,1,0
2022-06-05T09:53:00,29.98438,-95.36072,27.5,16093,23.3,21.7,10075,0,0,22000,1,0
2022-06-05T10:53:00,29.98438,-95.36072,27.5,16093,22.2,21.1,10079,0,0,22000,1,0
2022-06-05T11:53:00,29.98438,-95.36072,27.5,16093,22.8,21.7,10085,0,0,22000,1,0
2022-06-05T12:00:00,29.98438,-95.36072,27.5,16000,22.8,21.7,10085,0,0,22000,0,0
2022-06-05T12:53:00,29.98438,-95.36072,27.5,14484,25,22.8,10089,0,0,22000,1,0
2022-06-05T13:53:00,29.98438,-95.36072,27.5,16093,26.7,22.8,10093,200,26,22000,1,0
2022-06-05T14:53:00,29.98438,-95.36072,27.5,16093,28.3,21.7,10092,190,36,7620,1,0
2022-06-05T15:53:00,29.98438,-95.36072,27.5,16093,30,21.1,10091,0,26,7620,1,0
2022-06-05T16:53:00,29.98438,-95.36072,27.5,16093,31.7,20.6,10089,0,26,7620,1,0
2022-06-05T17:53:00,29.98438,-95.36072,27.5,16093,31.7,20,10084,150,41,7620,1,0
2022-06-05T18:00:00,29.98438,-95.36072,27.5,16000,31.7,20,10084,150,41,0,0,0
2022-06-05T18:53:00,29.98438,-95.36072,27.5,16093,33.3,19.4,10075,150,31,7620,1,0
2022-06-05T19:53:00,29.98438,-95.36072,27.5,16093,32.8,20,10070,160,41,7620,1,0
2022-06-05T20:53:00,29.98438,-95.36072,27.5,16093,33.9,22.2,10064,140,62,7620,1,0
2022-06-05T21:53:00,29.98438,-95.36072,27.5,16093,33.3,21.7,10059,140,67,7620,1,0
2022-06-05T22:53:00,29.98438,-95.36072,27.5,16093,32.8,21.1,10057,140,57,22000,1,0
2022-06-05T23:53:00,29.98438,-95.36072,27.5,16093,31.7,20.6,10059,140,82,22000,1,0
2022-06-06T00:00:00,29.98438,-95.36072,27.5,16000,31.7,20.6,10059,140,82,22000,0,0
2022-06-06T00:53:00,29.98438,-95.36072,27.5,16093,30.6,19.4,10063,160,62,22000,1,0
2022-06-06T01:53:00,29.98438,-95.36072,27.5,16093,28.9,19.4,10068,160,41,22000,1,0
2022-06-06T02:53:00,29.98438,-95.36072,27.5,16093,27.8,20.6,10074,170,46,22000,1,0
2022-06-06T03:53:00,29.98438,-95.36072,27.5,16093,27.2,21.7,10081,170,51,22000,1,0
2022-06-06T04:53:00,29.98438,-95.36072,27.5,16093,26.1,22.2,10081,170,41,22000,1,0
2022-06-06T05:53:00,29.98438,-95.36072,27.5,16093,26.1,22.2,10078,170,26,22000,1,0
2022-06-06T06:00:00,29.98438,-95.36072,27.5,16000,26.1,22.2,10078,170,26,22000,0,0
2022-06-06T06:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10071,180,26,22000,1,0
2022-06-06T07:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10065,170,21,22000,1,0
2022-06-06T08:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10065,180,21,22000,1,0
2022-06-06T09:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10064,170,26,22000,1,0
2022-06-06T10:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10069,190,26,22000,1,0
2022-06-06T11:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10070,190,31,7620,1,0
2022-06-06T12:00:00,29.98438,-95.36072,27.5,16000,25.6,22.2,10070,190,31,0,0,0
2022-06-06T12:53:00,29.98438,-95.36072,27.5,16093,27.2,22.8,10075,190,46,7620,1,0
2022-06-06T13:23:00,29.98438,-95.36072,27.5,16093,27.8,22.8,0,190,36,610,0,0
2022-06-06T13:53:00,29.98438,-95.36072,27.5,16093,27.8,22.8,10083,180,36,610,1,0
2022-06-06T14:51:00,29.98438,-95.36072,27.5,16093,30,22,0,200,41,914,0,0
2022-06-06T14:53:00,29.98438,-95.36072,27.5,16093,30,22.2,10082,210,36,914,1,0
2022-06-06T15:53:00,29.98438,-95.36072,27.5,16093,31.1,21.7,10081,180,72,1067,1,0
2022-06-06T16:53:00,29.98438,-95.36072,27.5,16093,31.7,21.1,10084,190,62,1189,1,0
2022-06-06T17:53:00,29.98438,-95.36072,27.5,16093,32.2,20.6,10079,180,57,1280,1,0
2022-06-06T18:00:00,29.98438,-95.36072,27.5,16000,32.2,20.6,10079,180,57,0,0,0
2022-06-06T18:53:00,29.98438,-95.36072,27.5,16093,33.3,20.6,10076,170,72,1341,1,0
2022-06-06T19:53:00,29.98438,-95.36072,27.5,16093,32.8,21.1,10072,150,57,1372,1,0
2022-06-06T20:53:00,29.98438,-95.36072,27.5,16093,32.8,20.6,10069,160,62,7620,1,0
2022-06-06T21:53:00,29.98438,-95.36072,27.5,16093,32.8,21.1,10067,160,93,7620,1,0
2022-06-06T22:53:00,29.98438,-95.36072,27.5,16093,31.7,21.1,10065,150,82,7620,1,0
2022-06-06T23:53:00,29.98438,-95.36072,27.5,16093,30.6,21.1,10066,160,82,22000,1,0
2022-06-07T00:00:00,29.98438,-95.36072,27.5,16000,30.6,21.1,10066,160,82,22000,0,0
2022-06-07T00:53:00,29.98438,-95.36072,27.5,16093,29.4,21.1,10069,160,88,22000,1,0
2022-06-07T01:53:00,29.98438,-95.36072,27.5,16093,28.3,21.1,10072,170,62,22000,1,0
2022-06-07T02:53:00,29.98438,-95.36072,27.5,16093,27.8,21.7,10077,170,36,22000,1,0
2022-06-07T03:53:00,29.98438,-95.36072,27.5,16093,27.2,21.7,10079,170,41,22000,1,0
2022-06-07T04:53:00,29.98438,-95.36072,27.5,16093,26.7,21.7,10082,170,51,22000,1,0
2022-06-07T05:53:00,29.98438,-95.36072,27.5,16093,26.1,21.7,10080,170,41,22000,1,0
2022-06-07T06:00:00,29.98438,-95.36072,27.5,16000,26.1,21.7,10080,170,41,22000,0,0
2022-06-07T06:53:00,29.98438,-95.36072,27.5,16093,26.1,21.7,10078,170,36,22000,1,0
2022-06-07T07:51:00,29.98438,-95.36072,27.5,16093,26,22,0,170,26,610,0,0
2022-06-07T07:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10081,170,31,610,1,0
2022-06-07T08:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10086,170,26,701,1,0
2022-06-07T09:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10089,170,26,671,1,0
2022-06-07T10:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10095,170,21,792,1,0
2022-06-07T11:51:00,29.98438,-95.36072,27.5,16093,26,22,0,160,26,914,0,0
2022-06-07T11:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10102,170,21,914,1,0
2022-06-07T12:00:00,29.98438,-95.36072,27.5,16000,25.6,22.2,10102,170,21,0,0,0
2022-06-07T12:53:00,29.98438,-95.36072,27.5,16093,27.2,22.8,10107,160,31,22000,1,0
2022-06-07T13:53:00,29.98438,-95.36072,27.5,16093,28.3,22.2,10109,190,41,1006,1,0
2022-06-07T14:53:00,29.98438,-95.36072,27.5,16093,28.9,21.7,10115,190,51,1067,1,0
2022-06-07T15:53:00,29.98438,-95.36072,27.5,16093,31.1,20.6,10117,170,46,22000,1,0
2022-06-07T16:53:00,29.98438,-95.36072,27.5,16093,31.7,20.6,10117,160,57,22000,1,0
2022-06-07T17:53:00,29.98438,-95.36072,27.5,16093,33.3,20,10113,150,62,22000,1,0
2022-06-07T18:00:00,29.98438,-95.36072,27.5,16000,33.3,20,10113,150,62,22000,0,0
2022-06-07T18:53:00,29.98438,-95.36072,27.5,16093,33.9,20,10107,170,57,22000,1,0
2022-06-07T19:53:00,29.98438,-95.36072,27.5,16093,35,20.6,10100,150,62,22000,1,0
2022-06-07T20:53:00,29.98438,-95.36072,27.5,16093,35,20.6,10098,0,26,22000,1,0
2022-06-07T21:53:00,29.98438,-95.36072,27.5,16093,33.9,21.1,10097,130,67,22000,1,0
2022-06-07T22:53:00,29.98438,-95.36072,27.5,16093,32.8,21.7,10099,140,67,22000,1,0
2022-06-07T23:53:00,29.98438,-95.36072,27.5,16093,30.6,22.8,10099,130,98,22000,1,0
2022-06-08T00:00:00,29.98438,-95.36072,27.5,16000,30.6,22.8,10099,130,98,22000,0,0
2022-06-08T00:53:00,29.98438,-95.36072,27.5,16093,29.4,22.8,10103,140,72,22000,1,0
2022-06-08T01:53:00,29.98438,-95.36072,27.5,16093,28.9,21.7,10105,160,57,22000,1,0
2022-06-08T02:53:00,29.98438,-95.36072,27.5,16093,28.3,22.2,10111,180,36,22000,1,0
2022-06-08T03:53:00,29.98438,-95.36072,27.5,16093,27.8,22.8,10114,170,57,7620,1,0
2022-06-08T04:53:00,29.98438,-95.36072,27.5,16093,27.8,23.3,10113,170,51,7620,1,0
2022-06-08T05:53:00,29.98438,-95.36072,27.5,16093,27.2,23.3,10116,170,36,7620,1,0
2022-06-08T06:00:00,29.98438,-95.36072,27.5,16000,27.2,23.3,10116,170,36,0,0,0
2022-06-08T06:53:00,29.98438,-95.36072,27.5,16093,27.2,23.3,10118,180,21,7620,1,0
2022-06-08T07:44:00,29.98438,-95.36072,27.5,16093,26.7,23.3,0,170,31,579,0,0
2022-06-08T07:53:00,29.98438,-95.36072,27.5,16093,26.7,23.3,10117,180,31,579,1,0
2022-06-08T08:31:00,29.98438,-95.36072,27.5,16093,26.7,23.3,0,170,36,7620,0,0
2022-06-08T08:53:00,29.98438,-95.36072,27.5,16093,26.7,23.3,10113,170,31,7620,1,0
2022-06-08T09:53:00,29.98438,-95.36072,27.5,16093,26.1,23.3,10118,180,26,7620,1,0
2022-06-08T10:53:00,29.98438,-95.36072,27.5,16093,26.1,23.3,10122,170,15,22000,1,0
2022-06-08T11:53:00,29.98438,-95.36072,27.5,16093,26.1,23.3,10128,180,21,22000,1,0
2022-06-08T12:00:00,29.98438,-95.36072,27.5,16000,26.1,23.3,10128,180,21,22000,0,0
2022-06-08T12:53:00,29.98438,-95.36072,27.5,16093,27.8,23.3,10127,160,31,7620,1,0
2022-06-08T13:31:00,29.98438,-95.36072,27.5,16093,27.8,23.3,0,190,46,549,0,0
2022-06-08T13:53:00,29.98438,-95.36072,27.5,16093,28.3,23.3,10128,190,46,610,1,0
2022-06-08T14:53:00,29.98438,-95.36072,27.5,16093,30,22.8,10125,190,46,7620,1,0
2022-06-08T15:53:00,29.98438,-95.36072,27.5,16093,31.7,21.7,10119,200,67,7620,1,0
2022-06-08T16:53:00,29.98438,-95.36072,27.5,16093,31.7,21.1,10124,180,31,7620,1,0
2022-06-08T17:53:00,29.98438,-95.36072,27.5,16093,34.4,20.6,10131,280,26,1372,1,0
2022-06-08T18:00:00,29.98438,-95.36072,27.5,16000,34.4,20.6,10131,280,26,0,0,0
2022-06-08T18:53:00,29.98438,-95.36072,27.5,16093,35,20.6,10130,240,36,22000,1,0
2022-06-08T19:53:00,29.98438,-95.36072,27.5,16093,35.6,20,10124,150,26,22000,1,0
2022-06-08T20:53:00,29.98438,-95.36072,27.5,16093,35,18.9,10122,170,26,22000,1,0
2022-06-08T21:53:00,29.98438,-95.36072,27.5,16093,35,19.4,10118,100,41,7620,1,0
2022-06-08T22:53:00,29.98438,-95.36072,27.5,16093,33.3,23.9,10117,130,77,7620,1,0
2022-06-08T23:53:00,29.98438,-95.36072,27.5,16093,32.2,24.4,10116,130,62,7620,1,0
2022-06-09T00:00:00,29.98438,-95.36072,27.5,16000,32.2,24.4,10116,130,62,0,0,0
2022-06-09T00:53:00,29.98438,-95.36072,27.5,16093,30.6,24.4,10117,150,77,7620,1,0
2022-06-09T01:53:00,29.98438,-95.36072,27.5,16093,30,23.3,10118,160,57,22000,1,0
2022-06-09T02:53:00,29.98438,-95.36072,27.5,16093,28.9,23.9,10123,170,51,22000,1,0
2022-06-09T03:53:00,29.98438,-95.36072,27.5,16093,28.3,23.9,10128,180,36,22000,1,0
2022-06-09T04:53:00,29.98438,-95.36072,27.5,16093,27.8,23.9,10131,190,36,22000,1,0
2022-06-09T05:53:00,29.98438,-95.36072,27.5,16093,27.2,23.9,10131,190,26,22000,1,0
2022-06-09T06:00:00,29.98438,-95.36072,27.5,16000,27.2,23.9,10131,190,26,22000,0,0
2022-06-09T06:53:00,29.98438,-95.36072,27.5,16093,26.7,23.9,10134,190,15,22000,1,0
2022-06-09T07:53:00,29.98438,-95.36072,27.5,16093,26.1,23.9,10140,0,0,7620,1,0
2022-06-09T08:53:00,29.98438,-95.36072,27.5,16093,25,23.3,10142,0,0,22000,1,0
2022-06-09T09:53:00,29.98438,-95.36072,27.5,16093,24.4,23.3,10150,0,0,22000,1,0
2022-06-09T10:53:00,29.98438,-95.36072,27.5,16093,24.4,23.3,10154,340,21,22000,1,0
2022-06-09T11:53:00,29.98438,-95.36072,27.5,11265,24.4,23.3,10158,0,0,22000,1,0
2022-06-09T12:00:00,29.98438,-95.36072,27.5,11000,24.4,23.3,10158,0,0,22000,0,0
2022-06-09T12:53:00,29.98438,-95.36072,27.5,16093,26.7,24.4,10163,0,0,22000,1,0
2022-06-09T13:53:00,29.98438,-95.36072,27.5,16093,28.9,22.8,10168,230,26,22000,1,0
2022-06-09T14:53:00,29.98438,-95.36072,27.5,16093,30,22.2,10166,0,15,22000,1,0
2022-06-09T15:53:00,29.98438,-95.36072,27.5,16093,30.6,21.7,10167,230,26,22000,1,0
2022-06-09T16:53:00,29.98438,-95.36072,27.5,16093,32.2,21.1,10165,170,26,22000,1,0
2022-06-09T17:53:00,29.98438,-95.36072,27.5,16093,32.8,20.6,10159,0,26,22000,1,0
2022-06-09T18:00:00,29.98438,-95.36072,27.5,16000,32.8,20.6,10159,0,26,22000,0,0
2022-06-09T18:53:00,29.98438,-95.36072,27.5,16093,35,20,10151,180,36,22000,1,0
2022-06-09T19:53:00,29.98438,-95.36072,27.5,16093,35,18.9,10142,160,15,22000,1,0
